RAD_Results_from_Floragenex,Batch,PLATE_no,Row_no,Inst.,Extraction_Tube_no,Species,Collector_no,Wild_Garden_Collected,Original_Source_Information,Vouchers,MOR_Herbarium_Accession_Number,Notes,Voucher_Image,Photo_1,Photo_2,City,County,State_Province,Country,Lat,Long,Georeference_Source,Cronn_CP,AFLP,Section,Floragenex Library Name,SEQUENCED ON,SEQUENCING DETAILS
sent,7,9,G6,MOR,OAK-MOR-939,Quercus radiata ,A.Hipp #2015050,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,H6,MOR,OAK-MOR-940,Quercus sideroxyla ,A.Hipp #2015051,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,A7,MOR,OAK-MOR-941,Quercus arizonica ,A.Hipp #2015052,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,B7,MOR,OAK-MOR-942,Quercus viminea ,A.Hipp #2015053,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,C7,MOR,OAK-MOR-943,Quercus obtusata ,A.Hipp #2015054,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,D7,MOR,OAK-MOR-944,Quercus durifolia ,A.Hipp #2015055,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,E7,MOR,OAK-MOR-946,Quercus fulva ,A.Hipp #2015058,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,F7,MOR,OAK-MOR-947,Quercus subspathulata ,A.Hipp #2015059,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,G7,MOR,OAK-MOR-951,Quercus laeta ,A.Hipp #2015064,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,H7,MOR,OAK-MOR-955,Quercus castanea ,A.Hipp #2015068,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,A8,MOR,OAK-MOR-1046,Quercus laeta ,A.Hipp #2015071,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,B8,MOR,OAK-MOR-959,Quercus crassifolia ,A.Hipp #2015072,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,C8,MOR,OAK-MOR-960,Quercus castanea ,A.Hipp #2015073,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,D8,MOR,OAK-MOR-971,Quercus viminea,A.Hipp #2015016,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,E8,MOR,OAK-MOR-974,Quercus baloot,"1,995,121",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,F8,MOR,OAK-MOR-975,Quercus floribunda,"19,990,004",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,G8,MOR,OAK-MOR-977,Quercus pseudosemecarpifolia,"1,998,038",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,H8,MOR,OAK-MOR-978,Quercus dolicholepis,"1,998,037",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,A9,MOR,OAK-MOR-979,Quercus aucheri,"1,999,038",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,B9,MOR,OAK-MOR-980,Quercus ilex ssp. rotundifolia,"2,001,066",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,C9,MOR,OAK-MOR-981,Quercus variabilis,"1,998,039",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,D9,MOR,OAK-MOR-982,Quercus chenii,"1,981,169",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,E9,MOR,OAK-MOR-983,Quercus afares,"1,977,224",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,F9,MOR,OAK-MOR-985,Quercus suber,"1,994,117",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,G9,MOR,OAK-MOR-986,Quercus crenata 'Lucombeana',"1,977,541",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,H9,MOR,OAK-MOR-987,Quercus hartwissiana,"2,002,077",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,A10,MOR,OAK-MOR-988,Quercus lusitanica,"2,000,044",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,B10,MOR,OAK-MOR-989,Quercus pontica K. Koch,"2,003,081",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,C10,MOR,OAK-MOR-990,Quercus vulcanica,"2,002,078",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,D10,MOR,OAK-MOR-992,Quercus infectoria,"1,976,099",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,E10,MOR,OAK-MOR-993,Quercus pubescens,"1,997,053",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,F10,MOR,OAK-MOR-994,Quercus phyllireoides,"1996,XXX",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,G10,MOR,OAK-MOR-995,Quercus petraea (Matt.) Liebl.,"19,820,337",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,H10,MOR,OAK-MOR-996,Quercus robur L.,WILD (UK),,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,A11,MOR,OAK-MOR-997,Quercus gujavifolia,XXXX (Yunnan (CN)),,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,B11,MOR,ELM-MOR-112,Ulmus elongata,ELM-MOR-79,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,C11,MOR,ELM-MOR-113,Ulmus changii,ELM-MOR-78,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,D11,MOR,ELM-MOR-115,Ulmus laciniata,17 909*B,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,E11,MOR,OAK-MOR-1040,Quercus castaneifolia,"1,977,448",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,F11,MOR,OAK-MOR-1041,Quercus frainetto,"2,006,028",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,G11,MOR,OAK-MOR-1042,Quercus semecarpifolia,"1,976,087",,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,H11,MOR,OAK-MOR-1047,Quercus subspathulata ,A.Hipp #2015057,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,A12,MOR,OAK-MOR-1049,Quercus radiata ,A.Hipp #2015062,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,B12,MOR,OAK-MOR-1054,Quercus infectoria ,4-Mar,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,C12,MOR,OAK-MOR-1055,Quercus ithaburensis ,2-Jan,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,D12,MOR,OAK-MOR-1057,Quercus pinnatifida (syn. Quercus pubescens ssp. Lanuginosa ,4-Feb,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,E12,MOR,OAK-MOR-1058,Quercus cedrorum (syn. Quercus petraea ssp. Pinnatiloba ,1-May,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,F12,MOR,OAK-MOR-1060,Quercus cerris ,1-Apr,,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,G12,UMN,OAKS-MOR-871,Quercus unknown mexican red oak,J85,UMN common garden ,,,,,,,,,,,,,,,,,,C524,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, 150, length preferred 100"
sent,7,9,H12,XXXXXXXXXXXXXXXXXXXXXXXXXXXLEAVE BLANK FOR FLORAGENEX QUALITY CONTROLXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,,,,,,
sent,8,10,A1,AnaO,Omphalodes_RAD_1,Omphalodes brassicifolia_ALD1,,,"Aldeharcipreste, Salamanca, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,B1,AnaO,Omphalodes_RAD_2,Omphalodes brassicifolia_ALD3,,,"Aldeharcipreste, Salamanca, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,C1,AnaO,Omphalodes_RAD_3,Omphalodes brassicifolia_ARR4,,,"Arroyomolinos de la Vera, Cáceres, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,D1,AnaO,Omphalodes_RAD_4,Omphalodes brassicifolia_ARR7,,,"Arroyomolinos de la Vera, Cáceres, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,E1,AnaO,Omphalodes_RAD_5,Omphalodes kuzinskyanae_GUI1,,,"Playa El Guincho, Cascais, Portugal",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,F1,AnaO,Omphalodes_RAD_6,Omphalodes kuzinskyanae_GUI2,,,"Playa El Guincho, Cascais, Portugal",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,G1,AnaO,Omphalodes_RAD_7,Omphalodes littoralis_littoralis_OLE_1,,,"Ile d' Oleron, La Roche, France",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,H1,AnaO,Omphalodes_RAD_8,Omphalodes littoralis_littoralis_OLE_2,,,"Ile d' Oleron, La Roche, France",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,A2,AnaO,Omphalodes_RAD_9,Omphalodes littoralis_littoralis_SAB,,,"Les Sables d'Olon, La Rochelle, France",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,B2,AnaO,Omphalodes_RAD_10,Omphalodes littoralis_littoralis_NOU,,,"Nourmourtier, France",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,C2,AnaO,Omphalodes_RAD_11,Omphalodes littoralis_littoralis_QUI,,,"Quiberon, France",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,D2,AnaO,Omphalodes_RAD_12,Omphalodes littoralis_gallaecica_DON_1,,,"Doniños, Coruña, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,E2,AnaO,Omphalodes_RAD_13,Omphalodes littoralis_gallaecica_DON_2,,,"Doniños, Coruña, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,F2,AnaO,Omphalodes_RAD_14,Omphalodes littoralis_gallaecica_XUN_1,,,"Xuño, Pontevedra, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,G2,AnaO,Omphalodes_RAD_15,Omphalodes littoralis_gallaecica_XUN_2,,,"Xuño, Pontevedra, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,H2,AnaO,Omphalodes_RAD_16,Omphalodes littoralis_gallaecica_PC,,,"Ponteceso, Pontevedra, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,A3,AnaO,Omphalodes_RAD_17,Omphalodes littoralis_gallaecica_BAL,,,"Baldaio, Coruña, Spain ",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,B3,AnaO,Omphalodes_RAD_19,Omphalodes commutata_Villaluenga_1,,,"Villaluenga, Málaga, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,C3,AnaO,Omphalodes_RAD_20,Omphalodes commutata_Villaluenga_2,,,"Villaluenga, Málaga, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,D3,AnaO,Omphalodes_RAD_21,Omphalodes commutata_Montejaque_1_1,,,"Montejaque, Málaga, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,E3,AnaO,Omphalodes_RAD_22,Omphalodes commutata_Montejaque_1_2,,,"Montejaque, Málaga, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,F3,AnaO,Omphalodes_RAD_23,Omphalodes commutata_Montejaque_2_1,,,"Montejaque, Málaga, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,G3,AnaO,Omphalodes_RAD_24,Omphalodes commutata_Montejaque_2_2,,,"Montejaque, Málaga, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,H3,AnaO,Omphalodes_RAD_25,Omphalodes linifolia_MERIDA_1,,,"Mérida, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,A4,AnaO,Omphalodes_RAD_26,Omphalodes linifolia_LAPA_1,,,"La Lapa, Sierra Alconera, Mérida, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,B4,AnaO,Omphalodes_RAD_27,Omphalodes linifolia_LAPA_2,,,"La Lapa, Sierra Alconera, Mérida, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,C4,AnaO,Omphalodes_RAD_28,Omphalodes linifolia_CORONA_2,,,"La Corona, Burgos, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,D4,AnaO,Omphalodes_RAD_29,Omphalodes linifolia_MONTEJUTO,,,"Sierra do Montejuto, Portugal",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,E4,AnaO,Omphalodes_RAD_32,Omphalodes linifolia_EMBID_1_1,,,"Embid de la Ribera, Zaragoza, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,F4,AnaO,Omphalodes_RAD_33,Omphalodes linifolia_EMBID_1_2,,,"Embid de la Ribera, Zaragoza, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,G4,AnaO,Omphalodes_RAD_34,Omphalodes linifolia_EMBID_2_2,,,"Embid de la Ribera, Zaragoza, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,H4,AnaO,Omphalodes_RAD_35,Omphalodes linifolia_EMBID_2_3,,,"Embid de la Ribera, Zaragoza, Spain",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
sent,8,10,A5,AnaO,Omphalodes_RAD_37,Omphalodes linifolia_SETUBAL_2,,,"Setúbal, Arrábida, Portugal",,,,,,,,,,,,,,,,,C606,HiSeq 2500,"University of Oregon, Genomics and Cell Char. Core Facility- HiSeq 2500, Read Type Single, length allowed 100, length preferred 100"
